,Internet,Email,Blog,WebBanner,Promotional,SmartPhone,Sales
1694,96.66,12.6,9.81,26.85,3.5,8.829,10.35
1695,146.97000000000003,28.44,47.61,40.825,7.9,42.849,15.21
1696,177.84,3.15,5.3100000000000005,49.4,0.875,4.779000000000001,10.53
1697,166.41,18.9,19.8,46.225,5.25,17.82,13.95
1699,121.68,37.53,41.31,33.8,10.425,37.179,15.48
1700,200.16,3.87,44.82,55.6,1.075,40.338,10.53
1703,169.11,15.48,16.11,46.975,4.3,14.499,13.23
1704,214.38,30.87,4.77,59.55,8.575,4.293,18.63
1706,22.5,9.9,26.73,6.25,2.75,24.057,6.48
1707,81.36000000000001,0.27,20.88,22.6,0.075,18.792,7.829999999999999
1708,11.79,0.36000000000000004,23.040000000000006,3.275,0.1,20.736000000000004,4.77
1709,229.86,24.21,4.95,63.85,6.725,4.455,17.82
1710,203.22000000000003,7.38,50.85,56.45,2.05,45.765,12.06
1711,217.53,34.2,20.88,60.425,9.5,18.792,19.62
1712,158.13,13.86,2.16,43.925,3.85,1.944,12.69
1713,188.64,18.540000000000006,9.63,52.4,5.15,8.667,14.31
1715,67.59,31.5,47.43000000000001,18.775,8.75,42.68700000000001,11.34
1716,125.28,12.87,23.040000000000006,34.8,3.575,20.736000000000004,10.98
1717,68.76,0.7200000000000001,13.32,19.1,0.2,11.988,8.46
1719,17.46,14.4,20.07,4.85,4.0,18.063,5.94
1720,127.17000000000002,24.12,41.58000000000001,35.325,6.7,37.422,13.95
1721,16.92,19.53,45.36,4.7,5.425,40.824,6.3
1722,201.6,2.16,14.04,56.0,0.6,12.636,10.44
1723,110.79,31.14,11.16,30.775,8.65,10.044,13.68
1725,78.48,10.62,23.31,21.8,2.95,20.979,9.54
1726,7.02,35.01,45.54,1.95,9.725,40.986,5.94
1727,72.18,0.0,8.28,20.05,0.0,7.452000000000001,7.920000000000001
1729,53.64,10.8,38.79,14.9,3.0,34.911,8.73
1730,0.63,35.64,7.829999999999999,0.175,9.9,7.047000000000001,1.4400000000000002
1731,238.68,2.61,38.7,66.3,0.725,34.830000000000005,11.43
1732,7.56,24.48,1.89,2.1,6.8,1.7010000000000003,5.13
1733,197.82,30.15,40.59,54.95,8.375,36.53100000000001,17.64
1736,23.040000000000006,35.1,8.370000000000001,6.4,9.75,7.533000000000001,8.55
1737,246.33,26.01,53.73,68.425,7.225,48.357000000000006,18.72
1738,38.7,23.31,18.45,10.75,6.475,16.605,8.64
1740,66.06,15.3,11.61,18.35,4.25,10.449000000000002,9.81
1742,198.45,29.880000000000006,34.11,55.125,8.3,30.699,18.090000000000003
1743,94.14,5.13,30.96,26.15,1.425,27.864,9.36
1744,86.58,13.32,35.01,24.05,3.7,31.509,10.26
1745,126.27,1.71,8.1,35.075,0.475,7.290000000000001,9.27
1746,216.09,6.57,7.829999999999999,60.025,1.825,7.047000000000001,11.88
1748,34.2,36.27,10.71,9.5,10.075,9.639,9.81
1749,40.23,23.22,18.540000000000006,11.175,6.45,16.686000000000003,9.09
1751,108.9,7.56,43.83000000000001,30.25,2.1,39.446999999999996,10.44
1752,177.84,20.97,12.78,49.4,5.825,11.502,14.94
1753,154.17000000000004,35.73000000000001,33.93000000000001,42.825,9.925,30.537000000000006,17.1
1754,169.02,18.99,8.55,46.95,5.275,7.695,14.04
1755,3.69,10.44,5.13,1.025,2.9,4.617000000000001,2.8800000000000003
1757,134.82000000000002,1.1700000000000002,21.87,37.45,0.325,19.683000000000003,9.09
1758,10.53,33.21,40.68000000000001,2.925,9.225,36.611999999999995,6.57
1759,118.53,16.56,31.14,32.925,4.6,28.026000000000003,11.61
1760,155.25,16.290000000000006,27.63,43.125,4.525,24.866999999999997,12.96
1761,77.13000000000002,32.22,44.37,21.425,8.95,39.933,11.97
1762,169.56,16.290000000000006,23.040000000000006,47.1,4.525,20.736000000000004,13.41
1763,147.15,33.12,6.66,40.875,9.2,5.9940000000000015,16.2
1764,105.48,13.23,4.86,29.3,3.675,4.3740000000000006,10.71
1766,16.11,33.84,19.44,4.475,9.4,17.496000000000002,7.2
1767,186.12,4.6800000000000015,17.46,51.7,1.3,15.714,10.98
1768,193.86,21.24,51.84,53.85,5.9,46.65600000000001,15.390000000000002
1770,45.0,10.44,16.56,12.5,2.9,14.904000000000002,7.56
1771,148.05,18.81,42.66,41.125,5.225,38.394,13.05
1772,17.64,18.090000000000003,15.3,4.9,5.025,13.77,6.84
1773,151.56,6.39,11.52,42.1,1.775,10.368000000000002,10.53
1774,200.16,3.06,11.79,55.6,0.85,10.610999999999999,10.35
1776,223.56,27.18,18.27,62.1,7.55,16.442999999999998,18.18
1777,153.18,7.02,31.680000000000003,42.55,1.95,28.512000000000004,10.53
1778,249.03,2.07,21.33,69.175,0.575,19.197,10.62
1779,149.04,9.0,15.840000000000002,41.4,2.5,14.256000000000002,11.34
1780,140.94,2.3400000000000003,7.4700000000000015,39.15,0.65,6.723000000000001,9.45
1781,196.65,4.86,24.66,54.625,1.35,22.194000000000003,10.98
1782,50.58000000000001,5.13,26.73,14.05,1.425,24.057,7.829999999999999
1784,228.42,19.17,27.0,63.45,5.325,24.3,15.840000000000002
1786,125.55,1.89,23.94,34.875,0.525,21.546000000000006,9.27
1787,171.99,25.83,16.38,47.775,7.175,14.742,15.57
1789,16.83,10.89,21.06,4.675,3.025,18.954,6.03
1790,35.55000000000001,36.99,5.22,9.875,10.275,4.698,9.72
1791,67.95,9.72,5.4,18.875,2.7,4.86,8.91
1792,15.48,3.69,28.44,4.3,1.025,25.596000000000004,5.3100000000000005
1793,150.12,37.8,3.24,41.7,10.5,2.9160000000000004,17.64
1794,134.73,32.04,5.4,37.425,8.9,4.86,15.57
1795,34.38,3.33,12.420000000000002,9.55,0.925,11.177999999999999,6.84
1796,84.78,4.41,7.29,23.55,1.225,6.561,8.73
1797,159.3,8.370000000000001,5.760000000000002,44.25,2.325,5.184000000000001,11.52
1799,208.89,7.74,7.829999999999999,58.025,2.15,7.047000000000001,12.06
1801,4.45,3.93,4.510000000000002,6.675,5.895,41.94300000000001,1.04
1803,15.15,4.13,5.8500000000000005,22.725,6.1949999999999985,54.405,1.85
1804,18.08,1.08,5.84,27.12,1.62,54.31200000000001,1.29
1806,5.75,3.28,2.35,8.625,4.919999999999999,21.855,1.1800000000000002
1807,12.02,1.96,1.16,18.03,2.94,10.788,1.32
1808,0.86,0.21,0.1,1.2899999999999998,0.315,0.93,0.48
1809,19.980000000000004,0.26,2.12,29.97,0.39,19.715999999999998,1.06
1810,6.6099999999999985,0.58,2.42,9.915,0.87,22.506,0.86
1811,21.47,2.4000000000000004,0.4,32.205,3.6,3.72,1.74
1813,9.75,0.76,0.7200000000000001,14.625,1.14,6.6960000000000015,0.97
1814,20.41,3.29,4.6000000000000005,30.615,4.935,42.78,1.9
1815,19.540000000000006,4.7700000000000005,5.29,29.31,7.155,49.196999999999996,2.24
1816,6.78,3.66,3.2445000000000004,10.17,5.49,30.17385,1.25
1817,28.14,3.96,5.58,42.21,5.94,51.894,2.44
1818,6.920000000000001,2.0500000000000003,1.83,10.38,3.075,17.019000000000002,1.13
1819,14.730000000000002,2.39,1.91,22.095,3.5849999999999995,17.762999999999998,1.46
1820,21.840000000000003,2.77,5.34,32.76,4.1549999999999985,49.662,1.8
1821,23.74,0.51,2.35,35.61,0.7649999999999999,21.855,1.25
1822,1.32,1.59,4.960000000000001,1.98,2.385,46.12800000000001,0.5599999999999999
1823,22.83,1.69,2.62,34.245,2.535,24.366,1.55
1824,6.23,1.26,1.83,9.345,1.89,17.019000000000002,0.97
1825,26.29,0.35000000000000003,1.95,39.435,0.525,18.135,1.2000000000000002
1826,14.29,2.93,1.26,21.435,4.395,11.718,1.5
1827,24.01,1.67,2.29,36.015,2.505,21.296999999999997,1.59
1828,24.880000000000006,2.7100000000000004,2.29,37.32,4.065,21.296999999999997,1.89
1829,7.06,1.6,4.08,10.589999999999998,2.4,37.944,1.05
1830,29.29,2.83,4.32,43.935,4.245,40.176,2.14
1831,11.29,1.74,3.86,16.935,2.61,35.898,1.1900000000000002
1832,9.72,0.15000000000000002,3.0,14.58,0.225,27.9,0.96
1833,26.56,2.0,0.03,39.84,3.0,0.27899999999999997,1.74
1834,9.57,0.14,0.7400000000000001,14.355,0.21,6.8820000000000014,0.95
1835,29.07,0.41,0.8500000000000001,43.605,0.6149999999999999,7.905,1.2800000000000002
1836,26.69,4.38,0.5,40.035,6.5699999999999985,4.65,2.54
1837,7.4700000000000015,4.94,4.57,11.205,7.409999999999998,42.50100000000001,1.47
1838,4.3100000000000005,2.67,3.51,6.465,4.005,32.643,1.01
1839,22.8,3.770000000000001,3.2,34.2,5.655,29.76,2.15
1840,20.25,2.23,3.16,30.375,3.345,29.388,1.66
1841,17.7,3.34,3.870000000000001,26.55,5.01,35.99100000000001,1.7100000000000002
1842,29.360000000000007,2.77,0.18000000000000002,44.04,4.1549999999999985,1.6740000000000002,2.07
1843,20.69,0.8400000000000001,2.64,31.035,1.26,24.552,1.29
1844,2.51,2.5700000000000003,4.33,3.765,3.855,40.269,0.8500000000000001
1845,17.51,2.25,3.1500000000000004,26.265,3.375,29.295,1.4900000000000002
1846,8.97,0.99,3.5700000000000003,13.455,1.485,33.20100000000001,1.06
1847,23.99,4.15,1.85,35.985,6.225,17.205000000000002,2.32
1848,22.72,1.58,4.99,34.08,2.37,46.407,1.4800000000000002
1849,6.690000000000001,1.17,3.68,10.035,1.755,34.224000000000004,0.97
1850,19.980000000000004,0.31000000000000005,3.4600000000000004,29.97,0.465,32.178000000000004,1.14
1851,10.04,0.96,0.36000000000000004,15.06,1.44,3.3480000000000003,1.07
1852,21.64,4.170000000000001,3.96,32.46,6.255,36.828,2.26
1853,18.26,4.62,5.870000000000001,27.39,6.9300000000000015,54.59100000000001,2.12
1854,26.27,2.8800000000000003,1.59,39.405,4.32,14.787,2.02
1856,0.73,2.8100000000000005,4.14,1.095,4.215,38.501999999999995,0.55
1857,13.62,1.92,1.66,20.43,2.88,15.438000000000002,1.32
1858,21.08,4.960000000000001,3.770000000000001,31.62,7.439999999999999,35.06100000000001,2.3800000000000003
1859,21.07,2.95,0.9300000000000002,31.605,4.425,8.649000000000001,1.84
1860,5.3500000000000005,0.2,2.14,8.025,0.3,19.902,0.81
1861,26.130000000000006,4.2700000000000005,5.4700000000000015,39.195,6.405,50.871,2.42
1862,23.930000000000003,1.55,2.7300000000000004,35.895,2.325,25.389000000000006,1.57
1863,10.27,2.9600000000000004,0.8400000000000001,15.405,4.44,7.812000000000001,1.4
1864,13.11,4.28,2.89,19.665,6.419999999999999,26.877,1.8
1865,6.9,0.9300000000000002,0.09000000000000001,10.35,1.395,0.8370000000000001,0.9300000000000002
1866,3.1500000000000004,2.4600000000000004,0.22000000000000006,4.725,3.69,2.0460000000000003,0.95
1867,13.93,1.4500000000000002,1.02,20.895,2.175,9.486,1.34
1868,23.74,2.75,1.1,35.61,4.125,10.23,1.89
1869,21.680000000000003,4.39,2.72,32.52,6.585,25.296,2.23
1870,19.91,3.0600000000000005,3.870000000000001,29.865,4.59,35.99100000000001,1.83
1871,10.98,1.4300000000000002,3.17,16.47,2.145,29.480999999999998,1.2400000000000002
1872,2.68,3.3000000000000003,1.93,4.02,4.95,17.949,0.8800000000000001
1873,12.94,0.5700000000000001,3.1300000000000003,19.41,0.855,29.109,1.1
1874,21.340000000000003,2.4600000000000004,1.31,32.01,3.69,12.183,1.7000000000000002
1876,2.75,0.16000000000000006,2.07,4.125,0.24,19.250999999999998,0.6900000000000001
1877,12.05,2.85,1.42,18.075,4.275,13.206,1.42
1878,0.54,2.99,0.94,0.81,4.4849999999999985,8.742,0.53
1879,11.6,0.77,2.31,17.4,1.155,21.483000000000004,1.1
1880,7.6400000000000015,2.67,2.23,11.46,4.005,20.739,1.1800000000000002
1881,23.980000000000004,0.41,3.69,35.97,0.6149999999999999,34.317,1.2300000000000002
1882,7.53,2.03,3.25,11.295,3.045,30.225,1.13
1883,6.840000000000002,4.45,3.5600000000000005,10.26,6.675,33.108000000000004,1.36
1884,21.35,4.3,3.38,32.025,6.45,31.434,2.17
1886,7.63,2.75,1.6,11.445,4.125,14.88,1.2000000000000002
1889,10.98,4.78,5.1400000000000015,16.47,7.169999999999999,47.802,1.67
1890,13.43,0.4900000000000001,0.9300000000000002,20.145,0.735,8.649000000000001,1.12
1891,2.8600000000000003,0.15000000000000002,3.3000000000000003,4.29,0.225,30.69,0.73
1894,10.740000000000002,1.4,1.09,16.11,2.1,10.137,1.15
1895,16.330000000000002,3.16,5.29,24.495,4.74,49.196999999999996,1.69
1896,19.76,0.35000000000000003,0.5900000000000001,29.64,0.525,5.487000000000001,1.17
1897,18.49,2.1,2.2,27.735,3.15,20.46,1.55
1898,28.97,4.23,5.120000000000001,43.455,6.345,47.61600000000001,2.54
1899,13.52,4.170000000000001,4.59,20.28,6.255,42.687,1.72
1900,22.24,0.43,4.98,33.36,0.6449999999999999,46.31399999999999,1.17
1902,28.02,1.01,2.14,42.03,1.515,19.902,1.4800000000000002
1903,18.790000000000006,1.72,1.79,28.185,2.58,16.647000000000002,1.47
1904,23.82,3.43,0.53,35.73,5.145,4.928999999999999,2.07
1906,2.5,1.1,2.97,3.75,1.65,27.621,0.7200000000000001
1907,9.04,0.03,2.32,13.56,0.045,21.576,0.87
1908,1.31,0.040000000000000015,2.5600000000000005,1.965,0.06,23.808000000000003,0.53
1909,25.540000000000006,2.69,0.55,38.31,4.034999999999998,5.115,1.98
1910,22.58,0.82,5.65,33.87,1.2299999999999998,52.545,1.34
1911,24.17,3.8,2.32,36.255,5.7,21.576,2.18
1912,17.57,1.54,0.24,26.355,2.31,2.2319999999999998,1.41
1913,20.96,2.06,1.07,31.44,3.0900000000000003,9.951,1.59
1914,7.82,4.68,3.45,11.73,7.02,32.085,1.46
1915,7.51,3.5,5.2700000000000005,11.265,5.25,49.011,1.26
1916,13.92,1.4300000000000002,2.5600000000000005,20.88,2.145,23.808000000000003,1.22
1917,7.6400000000000015,0.08000000000000003,1.4800000000000002,11.46,0.12,13.764,0.94
1919,1.94,1.6,2.23,2.91,2.4,20.739,0.66
1920,14.130000000000004,2.68,4.62,21.195,4.02,42.96600000000001,1.55
1921,1.88,2.17,5.04,2.82,3.255,46.872,0.7000000000000001
1922,22.4,0.24,1.56,33.6,0.36,14.508,1.16
1923,12.31,3.4600000000000004,1.2400000000000002,18.465,5.19,11.532000000000002,1.52
1925,8.72,1.1800000000000002,2.59,13.08,1.77,24.087,1.06
1926,0.78,3.89,5.0600000000000005,1.17,5.835,47.05800000000001,0.66
1927,8.020000000000001,0.0,0.92,12.03,0.0,8.556000000000001,0.8800000000000001
1928,22.03,4.9,0.3200000000000001,33.045,7.35,2.9760000000000004,2.47
1929,5.960000000000001,1.2000000000000002,4.3100000000000005,8.94,1.7999999999999998,40.08300000000001,0.97
1930,0.06999999999999999,3.96,0.87,0.105,5.94,8.091000000000001,0.16000000000000006
1931,26.52,0.29,4.3,39.78,0.435,39.99,1.27
1932,0.8400000000000001,2.72,0.21,1.26,4.08,1.9530000000000003,0.5700000000000001
1933,21.980000000000004,3.35,4.510000000000002,32.97,5.025,41.94300000000001,1.96
1935,4.83,4.7,0.8500000000000001,7.244999999999999,7.05,7.905,1.16
1936,2.5600000000000005,3.9,0.9300000000000002,3.84,5.85,8.649000000000001,0.95
1938,4.3,2.59,2.0500000000000003,6.45,3.885,19.065,0.96
1939,18.49,4.39,0.17,27.735,6.585,1.581,2.07
1940,7.340000000000002,1.7000000000000002,1.29,11.01,2.55,11.997000000000002,1.09
1942,22.05,3.3200000000000003,3.79,33.075,4.98,35.247,2.01
1943,10.46,0.5700000000000001,3.44,15.689999999999998,0.855,31.991999999999997,1.04
1944,9.62,1.4800000000000002,3.89,14.43,2.22,36.177,1.14
1945,14.03,0.19,0.9,21.045,0.285,8.370000000000001,1.03
1946,24.01,0.73,0.87,36.015,1.095,8.091000000000001,1.32
1947,24.32,4.9,4.43,36.48,7.35,41.199,2.54
1948,3.8,4.03,1.1900000000000002,5.7,6.044999999999999,11.067,1.09
1949,4.4700000000000015,2.58,2.06,6.705,3.87,19.158,1.01
1950,28.07,1.39,3.7,42.105,2.085,34.410000000000004,1.6100000000000003
1951,12.1,0.8400000000000001,4.870000000000001,18.15,1.26,45.291,1.16
1952,19.76,2.33,1.42,29.64,3.495,13.206,1.66
1953,17.130000000000006,3.9700000000000006,3.770000000000001,25.695,5.955,35.06100000000001,1.9
1954,18.78,2.1100000000000003,0.95,28.17,3.165,8.835,1.56
1955,0.41,1.16,0.5700000000000001,0.6149999999999999,1.74,5.301,0.3200000000000001
1956,9.39,4.3500000000000005,5.050000000000002,14.085,6.525,46.965,1.5300000000000002
1957,14.980000000000002,0.13,2.43,22.47,0.195,22.599,1.01
1958,1.17,3.69,4.5200000000000005,1.755,5.534999999999998,42.036,0.73
1959,13.17,1.84,3.4600000000000004,19.755,2.76,32.178000000000004,1.29
1960,17.25,1.8100000000000005,3.0700000000000003,25.875,2.7150000000000003,28.551,1.4400000000000002
1961,8.57,3.58,4.93,12.855,5.369999999999999,45.849,1.33
1962,18.84,1.8100000000000005,2.5600000000000005,28.26,2.7150000000000003,23.808000000000003,1.4900000000000002
1963,16.35,3.68,0.7400000000000001,24.525,5.52,6.8820000000000014,1.8
1964,11.72,1.47,0.54,17.58,2.205,5.022,1.1900000000000002
1966,1.79,3.76,2.16,2.685,5.64,20.088,0.8
1967,20.680000000000003,0.52,1.94,31.02,0.78,18.042,1.22
1968,21.540000000000006,2.3600000000000003,5.760000000000002,32.31,3.54,53.56800000000001,1.7100000000000002
1969,28.430000000000003,1.06,0.6400000000000001,42.645,1.59,5.952000000000001,1.5
1970,5.0,1.16,1.84,7.5,1.74,17.112000000000002,0.8400000000000001
1971,16.45,2.09,4.74,24.675,3.135,44.082,1.4500000000000002
1972,1.96,2.01,1.7000000000000002,2.94,3.015,15.81,0.76
1973,16.84,0.71,1.2800000000000002,25.26,1.065,11.904000000000002,1.17
1974,22.24,0.34,1.31,33.36,0.51,12.183,1.15
1975,27.69,4.8900000000000015,4.18,41.535,7.334999999999999,38.874,2.7
1976,24.840000000000003,3.02,2.03,37.26,4.5299999999999985,18.879,2.02
1977,17.02,0.78,3.5200000000000005,25.53,1.17,32.736000000000004,1.17
1978,27.67,0.23,2.37,41.505,0.345,22.041,1.1800000000000002
1979,16.56,1.0,1.7600000000000002,24.84,1.5,16.368000000000002,1.26
1980,15.66,0.26,0.8300000000000001,23.49,0.39,7.719000000000001,1.05
1981,21.85,0.54,2.74,32.775,0.81,25.482,1.22
1982,5.620000000000001,0.5700000000000001,2.97,8.43,0.855,27.621,0.87
1984,25.380000000000006,2.1300000000000003,3.0,38.07,3.195,27.9,1.7600000000000002
1985,20.5,4.510000000000002,1.96,30.75,6.765,18.227999999999998,2.26
1986,13.95,0.21,2.66,20.925,0.315,24.738000000000003,1.03
1987,19.11,2.87,1.82,28.665,4.305,16.926000000000002,1.7300000000000002
1988,28.6,1.39,0.3700000000000001,42.9,2.085,3.4410000000000003,1.59
1989,1.87,1.21,2.34,2.805,1.815,21.761999999999997,0.67
1990,3.95,4.11,0.58,5.925,6.165,5.394,1.08
1991,7.550000000000002,1.08,0.6000000000000001,11.325,1.62,5.58,0.99
1992,1.72,0.41,3.16,2.58,0.6149999999999999,29.388,0.5900000000000001
1993,16.680000000000003,4.2,0.36000000000000004,25.02,6.3,3.3480000000000003,1.96
1994,14.97,3.5600000000000005,0.6000000000000001,22.455,5.34,5.58,1.7300000000000002
1995,3.82,0.3700000000000001,1.38,5.73,0.555,12.834,0.76
1996,9.42,0.4900000000000001,0.81,14.13,0.735,7.5329999999999995,0.97
1997,17.7,0.9300000000000002,0.6400000000000001,26.55,1.395,5.952000000000001,1.2800000000000002
1999,23.21,0.86,0.87,34.815,1.2899999999999998,8.091000000000001,1.34
